"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Angel Aguilar","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".251",".324",".574",".250","56","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657323"
"Manuel Geraldo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".264",".315",".579",".254","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827970"
"Alfredo Rodriguez","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".284",".319",".603",".265","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa922180"
"Matt McLain","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".263",".313",".577",".254","51","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017154"
"Seth Mejias-Brean","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".292",".340",".631",".277","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","13905"
"Alika Williams","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".242",".289",".531",".232","48","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014427"
"Sean Miller","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".259",".293",".551",".243","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875243"
"Luis Valenzuela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".262",".317",".579",".252","56","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658081"
"Jake Hoover","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".265",".305",".570",".252","56","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010280"
"Osleivis Basabe","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".247",".278",".525",".231","48","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006594"
"Connor Kopach","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".253",".291",".544",".242","49","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006791"
"Chase d'Arnaud","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".273",".324",".596",".263","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","6652"
"Connor Justus","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".265",".272",".536",".242","49","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873634"
"Diego Goris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".259",".319",".577",".252","56","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa507199"
"Deven Marrero","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".271",".323",".594",".262","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","13325"
"Ivan Johnson","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".255",".319",".574",".252","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169627"
"Pete Kozma","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".269",".307",".576",".254","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","2539"
"Devin Hairston","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".251",".284",".536",".238","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915575"
"Leo Jimenez","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".269",".271",".540",".243","47","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006891"
"Luisangel Acuna","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".245",".289",".534",".235","46","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008765"
"Tzu-Wei Lin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".285",".329",".614",".271","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","14678"
"Antonio Lamas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".264",".306",".570",".251","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502224"
"Niko Vasquez","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".258",".314",".572",".252","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa454460"
"Luis García","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".254",".303",".556",".245","49","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007295"
"Masyn Winn","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".249",".285",".534",".236","48","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014506"
"Eduardo Torrealba","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".261",".292",".553",".244","52","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917095"
"Erick Salcedo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".254",".286",".541",".239","47","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548029"
"Mitch Roman","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".268",".275",".543",".244","52","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918259"
"Luis Marté","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".253",".315",".568",".248","53","","0.0","0.0","","-0.1","0.0","0.0","","999.0","14515"
"Luis De Los Santos","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".239",".318",".557",".241","45","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917822"
"Alberto Triunfel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".261",".300",".561",".248","53","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597103"
"Justin Twine","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".252",".317",".568",".247","53","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828686"
"Justin Lopez","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".243",".294",".536",".236","48","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002670"
"Alex De Jesus","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".250",".280",".531",".237","48","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008842"
"Osvaldo Abreu","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".262",".294",".555",".247","52","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657398"
"Camden Duzenack","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".254",".324",".578",".253","53","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873988"
"Blaze Alexander","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".252",".297",".548",".242","47","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007742"
"Wenceel Perez","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".259",".294",".552",".243","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003326"
"Deiner Lopez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".245",".290",".535",".236","45","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597152"
"Brandon Van Horn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".247",".287",".534",".236","45","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918436"
"Cam Devanney","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".264",".302",".566",".251","53","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1170010"
"Osvaldo Duarte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".256",".301",".557",".245","51","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828299"
"Gift Ngoepe","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".274",".304",".578",".258","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","10340"
"Frainyer Chavez","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".267",".266",".533",".240","49","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007019"
"Alejandro Salazar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".259",".297",".556",".245","51","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827937"
"Anfernee Seymour","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".279",".320",".599",".264","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829114"
"Trey Sweeney","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".231",".292",".523",".229","42","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016973"
"Yerdel Vargas","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".241",".293",".534",".234","48","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003184"
"Humberto Arteaga","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".257",".295",".552",".243","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","13595"
"Yeltsin Encarnacion","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".258",".290",".548",".243","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875336"
"Kyren Paris","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".244",".271",".515",".230","41","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011768"
"Wander Javier","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".228",".297",".525",".229","41","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917168"
"Adam Hall","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".258",".281",".539",".240","47","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005077"
"Zac Ching","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".237",".312",".550",".240","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169881"
"Pedro Martinez","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".234",".261",".495",".220","40","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005795"
"Hansel Moreno","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".251",".294",".545",".240","48","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa833676"
"Keyber Rodriguez","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".239",".272",".511",".226","40","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005488"
"Darell Hernaiz","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".242",".279",".521",".230","40","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011309"
"Andres Alvarez","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".254",".294",".548",".241","49","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010710"
"Yadiel Rivera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".261",".314",".575",".253","56","","0.0","0.0","","-0.1","0.0","0.0","","999.0","11863"
"Drew Swift","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".238",".251",".489",".220","39","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017281"
"Scott Burcham","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".257",".284",".542",".240","48","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875782"
"Kevin Kendall","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".237",".266",".503",".223","42","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017212"
"Riley Delgado","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".271",".284",".555",".246","49","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004934"
"Jeremy Rivera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".277",".306",".583",".258","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829240"
"Blake Trahan","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".273",".295",".568",".253","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","17588"
"Marcos Gonzalez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".269",".340",".608",".266","66","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003311"
"Trei Cruz","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".245",".250",".495",".224","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014420"
"Luis Leon","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".217",".243",".460",".206","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917463"
"Jose Torres","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".240",".306",".546",".238","41","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017396"
"Freudis Nova","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".233",".263",".496",".220","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003195"
"Galli Cribbs Jr.","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".243",".266",".509",".227","39","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa708444"
"Gleyvin Pineda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".257",".272",".529",".236","45","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872540"
"Johan Lopez","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".236",".270",".506",".225","43","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003228"
"Luis Curbelo","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".227",".306",".533",".232","44","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918086"
"Matthew Lugo","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".244",".275",".519",".230","37","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169598"
"Luis Santos","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".249",".267",".516",".231","43","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005080"
"Sal Gozzo","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".256",".285",".541",".240","46","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010708"
"Chris Torres","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".244",".247",".491",".222","39","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872538"
"Jeremiah Jackson","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".224",".282",".506",".222","36","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007740"
"Addison Barger","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".222",".299",".521",".227","36","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006910"
"Deury Carrasco","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".232",".253",".485",".218","36","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003330"
"AJ Graffanino","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".253",".270",".523",".233","42","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008030"
"Maikol Escotto","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".238",".268",".506",".225","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008878"
"Dariel Lopez","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".243",".289",".532",".234","44","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008901"
"Ynmanol Marinez","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".228",".272",".500",".219","37","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005716"
"Yohander Martinez","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".247",".253",".499",".225","41","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008775"
"Jose Guzman","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".235",".256",".491",".219","34","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005601"
"Tanner Murray","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".230",".270",".501",".221","41","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016805"
"Sebastian Espino","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".254",".327",".581",".253","54","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003347"
"Roberto Chirinos","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".222",".273",".495",".217","34","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005484"
"Adam Rosales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".260",".319",".579",".254","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","9682"
"Angel Martinez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".240",".277",".517",".228","40","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008762"
"Kevin Santa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".250",".268",".518",".231","42","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004252"
"Jack Reinheimer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".279",".302",".582",".259","60","","0.0","0.0","","0.0","0.0","0.0","","999.0","14938"
"Johnny Adams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".234",".261",".495",".221","35","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873596"
"Eddy Diaz","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".272",".299",".571",".252","42","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004979"
"Zach Rutherford","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".249",".265",".513",".230","41","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915797"
"Ghordy Santos","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".232",".257",".490",".218","36","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003331"
"Nasim Nunez","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".237",".238",".476",".214","34","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010695"
"Ricky Aracena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".246",".266",".512",".228","40","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877365"
"Alvaro Rubalcaba","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".238",".244",".481",".218","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007882"
"Dalvy Rosario","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".229",".255",".484",".215","35","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005712"
"Yeltsin Gudino","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".253",".260",".513",".230","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830208"
"Will Holland","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".220",".269",".489",".215","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011204"
"James Parker","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".228",".266",".493",".218","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016859"
"Josue Huma","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".248",".276",".523",".233","41","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003379"
"Johan Cruz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".241",".271",".512",".228","40","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736621"
"Daniel Ozoria","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".228",".256",".484",".214","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003218"
"Luke Wakamatsu","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".227",".259",".485",".216","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875259"
"Miguel Hiraldo","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".238",".279",".517",".228","37","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005486"
"J.T. Arruda","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".250",".270",".520",".232","40","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010036"
"Adrian Rondon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".237",".276",".513",".226","39","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877519"
"Branden Fryman","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".222",".251",".473",".209","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010853"
"Yeyson Yrizarri","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".235",".278",".513",".226","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828293"
"Francisco Acuna","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".245",".262",".507",".227","40","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003291"
"Ryan Bliss","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".228",".275",".504",".222","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016951"
"Logan Simmons","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".227",".302",".529",".230","40","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006867"
"Jonathan Guzman","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".231",".266",".498",".220","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917127"
"Alexis Pantoja","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".272",".305",".577",".254","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829182"
"Jordy Barley","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".228",".267",".496",".219","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004148"
"Sean Kazmar Jr.","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".271",".339",".610",".265","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","7349"
"Eduardo Núñez","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".262",".335",".597",".260","66","","0.0","0.0","","0.0","0.0","0.0","","999.0","6848"
"Casey Martin","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".227",".265",".492",".218","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014524"
"Ryan Goins","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".277",".318",".595",".263","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","9807"
"Elvis Peralta","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".232",".244",".475",".213","34","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1170420"
"Cristopher Navarro","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".251",".283",".535",".236","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917065"
"Roman Ruiz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".225",".252",".477",".212","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005546"
"Alexander Campos","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".227",".248",".475",".213","34","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002852"
"Jesus Feliz","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".219",".282",".501",".219","34","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002624"
"Jean Carmona","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".228",".273",".501",".221","34","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003340"
"Paul Witt","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".229",".263",".492",".217","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014949"
"Brainer Bonaci","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".222",".268",".491",".215","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008836"
"Jose Tortolero","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".240",".268",".508",".226","37","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002708"
"Jose Salas","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".219",".250",".470",".208","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014690"
"Corey Joyce","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".231",".259",".490",".218","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010596"
"Ethan Murray","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".226",".260",".486",".216","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017051"
"Mack Chambers","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".223",".242",".465",".207","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016919"
"Abiezel Ramirez","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".216",".252",".469",".208","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003282"
"Beau Philip","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".229",".254",".483",".216","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169595"
"Jose King","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".227",".264",".490",".216","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917184"
"Reyny Reyes","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".237",".287",".525",".230","35","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003178"
"Alexander Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".224",".272",".496",".218","34","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002696"
"Antonio Pinero","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".225",".258",".482",".214","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917079"
"Samil Polanco","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".221",".266",".487",".214","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006676"
"Cesar Izturis Jr.","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".224",".245",".468",".208","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002847"
"Marcos Rivera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".216",".282",".498",".218","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872509"
"Kevin Made","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".223",".261",".484",".213","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014679"
