team,position,player,salary,AB,R,HR,RBI,SB,AVG,IP,ERA,WHIP,SV,W,K,marginal_total_points,dollar_value
pkdodgers,P4,Josiah Gray,6,NA,NA,NA,NA,NA,NA,134,4.87,1.34,0,7,135,1.91,2.8899999999999997
pkdodgers,P5,Marcus Stroman,15,NA,NA,NA,NA,NA,NA,179.5,4.13,1.32,0,11,145,5.29,9.060000000000002
pkdodgers,P6,Mike Minor,2,NA,NA,NA,NA,NA,NA,167,4.42,1.28,0,9,150,4.56,7.730000000000002
pkdodgers,P7,Noah Syndergaard,13,NA,NA,NA,NA,NA,NA,149,4.4,1.29,0,8,129,3.36,5.540000000000002
pkdodgers,P8,Andrew Heaney,5,NA,NA,NA,NA,NA,NA,125,4.42,1.24,0,8,134,3.69,6.130000000000003
pkdodgers,P9,Kyle Gibson,4,NA,NA,NA,NA,NA,NA,182,4.53,1.39,0,10,157,3.66,6.0900000000000025
pkdodgers,P10,David Price,1,NA,NA,NA,NA,NA,NA,88,4.27,1.32,0,6,82,0.69,0.6599999999999999
pkdodgers,B1,Keibert Ruiz,1,387.2,49.93141875582221,15.399565465756192,57.982479731263375,0.35041322314049583,0.2692,NA,NA,NA,NA,NA,NA,1.1225852798251998,13.801579709997288
pkdodgers,B2,Jack Leiter,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pkdodgers,B3,Ryan Pepiot,1,NA,NA,NA,NA,NA,NA,8,5.11,1.45,0,0,8,NA,NA
pkdodgers,B4,Diego Cartaya,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pkdodgers,B5,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pkdodgers,B6,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pkdodgers,B7,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pkdodgers,B8,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pkdodgers,B9,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pkdodgers,B10,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa,C1,Mike Zunino,8,310.6,45.17194746881309,20.71510127169227,53.26480695686256,0.22294871794871796,0.2032,NA,NA,NA,NA,NA,NA,-0.9566459086642098,6.760365790119679
ottawa,C2,Max Stassi,4,322.75,42.111089661106384,13.984799954127714,42.568213605258684,0.229428391959799,0.22375,NA,NA,NA,NA,NA,NA,-1.5833082631622435,4.638204619210849
ottawa,1B,Jared Walsh,22,535.2,79.37100903619564,28.780302654544727,92.26135314718843,1.7851269942078696,0.2592,NA,NA,NA,NA,NA,NA,5.155976472264848,17.46046014894977
ottawa,2B,Nick Solak,2,431,56.94108274796192,12.621891513096207,52.2261348445405,6.440349448828604,0.2584,NA,NA,NA,NA,NA,NA,1.4812519472093393,5.016186697888871
ottawa,SS,Fernando Tatis Jr.,13,536.25,110.58812746907562,44.680097280577804,110.02406238564457,27.273623661457176,0.28825,NA,NA,NA,NA,NA,NA,14.084656341686575,47.696994369263415
ottawa,3B,José Ramírez,22,546.25,97.8793191695861,34.01928416501876,99.17792279391456,24.064330694357526,0.272,NA,NA,NA,NA,NA,NA,10.864472228862107,36.79199961672634
ottawa,CI,Adalberto Mondesi,14,448.75,63.15446961375463,16.19070436415194,54.75687741500732,40.22267370524446,0.2435,NA,NA,NA,NA,NA,NA,7.278757184131846,24.649152382883038
ottawa,MI,Jeremy Pena,3,400,51,13.25,51,3.3,0.2365,NA,NA,NA,NA,NA,NA,NA,NA
ottawa,OF1,Jo Adell,11,461,59.81865822653385,20.22478170809195,68.78784441084181,7.396950764841427,0.24159999999999998,NA,NA,NA,NA,NA,NA,2.739805118626305,9.278214969947186
ottawa,OF2,Akil Baddoo,14,493,70.73906292697556,15.831421607162003,58.225658542162414,18.69488300150522,0.24380000000000002,NA,NA,NA,NA,NA,NA,4.163834647552829,14.10062076921711
ottawa,OF3,Christian Yelich,26,500.4,88.22503458523977,23.24124355837427,76.83089130986706,14.717349618741906,0.26480000000000004,NA,NA,NA,NA,NA,NA,6.542635876286096,22.156313862464497
ottawa,OF4,Andrew Benintendi,15,508.8,72.15152126904447,17.063252996743962,68.88685280831216,11.192360692815486,0.2682,NA,NA,NA,NA,NA,NA,4.417613534789377,14.960030460295885
ottawa,OF5,Harrison Bader,12,445,63.324639736539915,17.529749593114616,57.74276513823297,11.731685327951551,0.24525,NA,NA,NA,NA,NA,NA,2.935843619736983,9.94208968984079
ottawa,OF6,Bradley Zimmer,3,299.6,41.715202884167915,9.014663819621001,34.375758655836165,12.120601314996224,0.219,NA,NA,NA,NA,NA,NA,-0.7053768500057576,-2.3887239295541534
ottawa,DH,,0,400,51,13.25,51,3.3,0.2365,NA,NA,NA,NA,NA,NA,NA,NA
ottawa,P1,Luis Castillo,22,NA,NA,NA,NA,NA,NA,189,3.95,1.3,0,13,196,8.19,14.360000000000003
ottawa,P2,Logan Webb,13,NA,NA,NA,NA,NA,NA,175,3.51,1.23,0,11,170,8.24,14.450000000000003
ottawa,P3,Dinelson Lamet,10,NA,NA,NA,NA,NA,NA,56.5,3.52,1.19,5,3,71,1.18,1.5499999999999994
ottawa,P4,Bailey Ober,9,NA,NA,NA,NA,NA,NA,134.5,4.35,1.24,0,8,134,3.91,6.540000000000002
ottawa,P5,Germán Márquez,9,NA,NA,NA,NA,NA,NA,187.5,4.66,1.37,0,11,177,4.58,7.770000000000001
ottawa,P6,Andrew Kittredge,4,NA,NA,NA,NA,NA,NA,65,3.22,1.15,16,5,70,4.93,8.410000000000002
ottawa,P7,Lou Trivino,6,NA,NA,NA,NA,NA,NA,66,4.13,1.36,22,4,63,4.17,7.030000000000002
ottawa,P8,Adbert Alzolay,3,NA,NA,NA,NA,NA,NA,110.5,4.57,1.31,0,6,110,1.42,1.9899999999999993
ottawa,P9,Roansy Contreras,4,NA,NA,NA,NA,NA,NA,59.5,4.28,1.31,0,3,55,-1.33,-3.0300000000000007
ottawa,P10,Tanner Rainey,1,NA,NA,NA,NA,NA,NA,61.5,4.44,1.42,8,3,80,0.67,0.6199999999999999
ottawa,B1,Marco Luciano,2,217,13.528723404255318,4.509574468085106,13.528723404255318,1.0021276595744681,0.20500000000000002,NA,NA,NA,NA,NA,NA,-5.5390702531750104,-18.757788352612838
ottawa,B2,Gabriel Moreno,1,110.5,7.531120331950207,2.259336099585062,7.029045643153527,0.5020746887966805,0.2585,NA,NA,NA,NA,NA,NA,-4.5771538820321656,-5.500305981366835
ottawa,B3,Nolan Jones,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa,B4,Jose Barrero,1,271.5,35.64626769626769,8.960116749402463,35.38858016179445,6.678723110865969,0.25075000000000003,NA,NA,NA,NA,NA,NA,-0.7265681879254569,-2.4604873507489957
ottawa,B5,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa,B6,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa,B7,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa,B8,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa,B9,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa,B10,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
isotopes,C1,Martin Maldonado,1,400,51,13.25,51,3.3,0.2365,NA,NA,NA,NA,NA,NA,NA,NA
isotopes,C2,,0,260,28,9,30,1,0.223,NA,NA,NA,NA,NA,NA,NA,NA
isotopes,1B,Matt Olson,17,545,93.77586850302248,37.201489845127135,102.46191779428746,2.8022308581039854,0.2596,NA,NA,NA,NA,NA,NA,7.27407291788921,24.63328934617281
isotopes,2B,,0,400,51,13.25,51,3.3,0.2365,NA,NA,NA,NA,NA,NA,NA,NA
isotopes,SS,Trea Turner,24,591.2,106.53977618703264,25.79944891142761,87.27061472161263,31.30431348752981,0.2996,NA,NA,NA,NA,NA,NA,11.91762761917116,40.358458428565214
isotopes,3B,DJ LeMahieu,17,586.6,91.48066661447687,13.759183096034256,64.9708036762663,4.780770630481161,0.2818,NA,NA,NA,NA,NA,NA,4.061354536242908,13.753576924232146
isotopes,CI,Mike Moustakas,3,374,51.221581105704644,19.80756347828499,60.111908418374455,1.136509094306513,0.2434,NA,NA,NA,NA,NA,NA,1.0009211502306905,3.3895701328068855
isotopes,MI,J.P. Crawford,3,577.2,78.7614703205352,10.985860920325688,57.38600686936423,6.604852758351329,0.2544,NA,NA,NA,NA,NA,NA,2.2907039055276153,7.757355851148657
isotopes,OF1,Juan Soto,14,512.8,114.36444943643943,34.13523243085196,107.36414321320454,10.775361794836137,0.3088,NA,NA,NA,NA,NA,NA,10.955975621714412,37.10187134577431
isotopes,OF2,Eloy Jiménez,12,523.2,73.92984568565946,29.669393769144225,89.89729965793997,0.5718031430934657,0.272,NA,NA,NA,NA,NA,NA,5.166126030350016,17.494831127062028
isotopes,OF3,Jorge Soler,14,509,77.77458391628421,31.629252680540386,86.67021128689977,1.0015335541091979,0.239,NA,NA,NA,NA,NA,NA,4.341141249881585,14.701060837312887
isotopes,OF4,Tommy Edman,19,580,81.58148000335767,12.386259867803803,58.22126141727954,22.933699354433173,0.26980000000000004,NA,NA,NA,NA,NA,NA,5.799605624487266,19.640078543939335
isotopes,OF5,Manuel Margot,8,437.6,58.967756820748704,11.623016631917281,54.538790983405896,15.78233896826434,0.2558,NA,NA,NA,NA,NA,NA,3.0039391696787967,10.172691912809738
isotopes,OF6,Andrew McCutchen,5,428.2,65.00465488423785,19.210137790569334,61.983325643189396,5.624106675745966,0.2386,NA,NA,NA,NA,NA,NA,2.142222340003116,7.254530349201522
isotopes,DH,Max Kepler,11,475,74.78627860407808,24.003953909804828,68.53308225515705,7.514667446579216,0.23625000000000002,NA,NA,NA,NA,NA,NA,3.571993639511551,12.096380371494796
isotopes,P1,Lance Lynn,10,NA,NA,NA,NA,NA,NA,181,3.91,1.21,0,12,194,8.87,15.61
isotopes,P2,Luis Patiño,6,NA,NA,NA,NA,NA,NA,109,4.23,1.29,0,6,115,2.11,3.2499999999999996
isotopes,P3,Max Fried,18,NA,NA,NA,NA,NA,NA,180.5,3.62,1.23,0,13,173,8.91,15.689999999999998
isotopes,P4,Luis Severino,16,NA,NA,NA,NA,NA,NA,129,3.92,1.22,0,9,133,4.93,8.400000000000002
isotopes,P5,Mike Clevinger,13,NA,NA,NA,NA,NA,NA,131,3.68,1.2,0,9,144,5.81,10.020000000000001
isotopes,P6,Edwin Díaz,27,181,9.022670025188916,2.756926952141058,9.022670025188916,0.5012594458438288,0.1875,66.5,3.14,1.1,32,4,96,9.31,16.409999999999993
isotopes,P7,Jake McGee,3,NA,NA,NA,NA,NA,NA,62,3.86,1.2,13,3,63,2.63,4.200000000000002
isotopes,P8,Alex Cobb,3,NA,NA,NA,NA,NA,NA,142.5,4,1.31,0,9,128,4.04,6.780000000000002
isotopes,P9,Nestor Cortes Jr.,3,NA,NA,NA,NA,NA,NA,73,4.75,1.368,0.42,4.8,94.7,NA,NA
isotopes,P10,,0,NA,NA,NA,NA,NA,NA,73,4.75,1.368,0.42,4.8,94.7,NA,NA
isotopes,B1,CJ Abrams,1,120.8,11.86143713019283,1.6372509530463302,10.000098517587656,4.370728244976755,0.2402,NA,NA,NA,NA,NA,NA,-4.325430662498884,-14.647857707626816
isotopes,B2,Riley Greene,1,299,39.521884035964035,10.146180699300698,37.31314525474526,4.805864215784215,0.2516,NA,NA,NA,NA,NA,NA,-0.6379633421456514,-2.160431408472255
isotopes,B3,Shane Baz,1,NA,NA,NA,NA,NA,NA,112,3.66,1.17,0,8,127,NA,NA
isotopes,B4,Josh Jung,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
isotopes,B5,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
isotopes,B6,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
isotopes,B7,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
isotopes,B8,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
isotopes,B9,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
isotopes,B10,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
perpetual,C1,Travis d'Arnaud,9,391,49.056065177380304,14.966498777113495,54.35501113259055,0.6392322681456594,0.2495,NA,NA,NA,NA,NA,NA,0.26022297148656437,10.881232264717175
perpetual,C2,James McCann,4,360.2,42.133951272824206,11.37840293216047,46.02604880181261,2.011221367453019,0.23479999999999998,NA,NA,NA,NA,NA,NA,-1.0449432494778625,6.46135119825173
perpetual,1B,Joey Votto,9,493.75,78.2518569243583,28.786750535924206,84.5454041327439,1.478904994928188,0.25375000000000003,NA,NA,NA,NA,NA,NA,4.536395080069103,15.362278307807165
perpetual,2B,Jonathan Schoop,13,560.75,73.22346068999181,21.9962821121501,74.49951612686752,1.746543075745012,0.2615,NA,NA,NA,NA,NA,NA,3.462661721574298,11.72613322114015
perpetual,SS,Gio Urshela,7,469.8,59.18712280785885,15.269610217728422,63.55397180764405,0.9818062050091168,0.2634,NA,NA,NA,NA,NA,NA,1.62974667514662,5.519056773698024
perpetual,3B,Austin Riley,10,555.2,83.89228568605427,30.807753976429616,92.81893998442426,0.3900802261213055,0.2706,NA,NA,NA,NA,NA,NA,5.737515988862707,19.42981505373198
perpetual,CI,Jeimer Candelario,6,532.4,70.77938270654703,17.778548070590265,68.37998847943513,1.0005604953861187,0.2532,NA,NA,NA,NA,NA,NA,2.233407833721839,7.563325528505102
perpetual,MI,César Hernández,6,500.4,70.4906931301011,13.480022704093535,58.28070437364481,3.751712130261123,0.2562,NA,NA,NA,NA,NA,NA,1.8637359421276793,6.311449891351274
perpetual,OF1,Adam Duvall,6,502,71.42874717076995,32.94754753532225,91.80743635293513,2.6112258983263983,0.2288,NA,NA,NA,NA,NA,NA,4.37758245852273,14.82446719393243
perpetual,OF2,Wil Myers,10,485,66.30243385785991,19.80563475471888,68.11473217301885,10.338477934600514,0.2408,NA,NA,NA,NA,NA,NA,3.3791521735018653,11.443332253366338
perpetual,OF3,Garrett Hampson,9,410.25,58.406687767932226,10.985973176532484,42.24767352923322,17.979522304058857,0.25325,NA,NA,NA,NA,NA,NA,2.64481174623623,8.956524597240216
perpetual,OF4,Marcell Ozuna,15,463,68.14752460893357,24.544436968417298,77.93304622910843,2.8198336108963304,0.265,NA,NA,NA,NA,NA,NA,3.98414524412329,13.492111462658572
perpetual,OF5,Mike Yastrzemski,9,478,71.61757789947431,21.25993467624005,66.47883454936647,4.003622900229353,0.239,NA,NA,NA,NA,NA,NA,2.5731912337486267,8.713985262380172
perpetual,OF6,Sam Hilliard,8,384.2,51.8635125068998,18.59712847908014,53.05496712444675,9.824889147897796,0.2242,NA,NA,NA,NA,NA,NA,1.3616312184931434,4.611096997039247
perpetual,DH,Patrick Wisdom,7,449,62.82572971930796,27.542348205926366,72.3106476150879,5.33949197628028,0.216,NA,NA,NA,NA,NA,NA,2.602818235376963,8.814315642871065
perpetual,P1,Anthony DeSclafani,6,NA,NA,NA,NA,NA,NA,165,4.32,1.28,0,10,144,4.88,8.320000000000002
perpetual,P2,Nate Pearson,6,NA,NA,NA,NA,NA,NA,75.5,4.35,1.34,0,5,82,0.08,-0.45999999999999996
perpetual,P3,Jon Gray,6,NA,NA,NA,NA,NA,NA,168.5,4.21,1.3,0,10,168,5.59,9.620000000000003
perpetual,P4,Jonathan Loáisiga,6,NA,NA,NA,NA,NA,NA,66.5,3.34,1.2,4,5,72,2,3.0599999999999996
perpetual,P5,Chris Flexen,6,NA,NA,NA,NA,NA,NA,159,4.35,1.31,0,9,128,3.63,6.040000000000002
perpetual,P6,Drew Rasmussen,8,NA,NA,NA,NA,NA,NA,115.5,3.86,1.27,0,7,120,3.29,5.410000000000002
perpetual,P7,Hyun Jin Ryu,12,NA,NA,NA,NA,NA,NA,167.5,4,1.24,0,12,145,6.66,11.570000000000002
perpetual,P8,Marco Gonzales,6,NA,NA,NA,NA,NA,NA,176,4.48,1.29,0,10,138,4.4,7.4300000000000015
perpetual,P9,Tucker Davidson,1,NA,NA,NA,NA,NA,NA,72.5,4.45,1.42,0,4,68,-1.17,-2.7300000000000004
perpetual,P10,Dylan Floro,7,NA,NA,NA,NA,NA,NA,65.5,3.8,1.32,18,4,58,3.53,5.860000000000002
perpetual,B1,Royce Lewis,1,172.66666666666666,13.63420138888889,2.6112847222222224,12.767534722222223,3.6223958333333335,0.232,NA,NA,NA,NA,NA,NA,-4.4281320827268065,-14.99565100435272
perpetual,B2,Drew Waters,1,221.2,27.45353327275555,5.440541848167275,21.690392962368637,7.697722491017486,0.236,NA,NA,NA,NA,NA,NA,-2.371614100036104,-8.03135423621861
perpetual,B3,Jeter Downs,1,117.25,13.398820785797657,3.4161669929841736,12.968479376106028,2.42531917931147,0.2215,NA,NA,NA,NA,NA,NA,-4.894146278929947,-16.573785106674478
perpetual,B4,Alek Thomas,1,260.6,33.95784363284903,6.266646283344681,30.857066308427193,5.569802408430338,0.265,NA,NA,NA,NA,NA,NA,-0.9853786035480947,-3.336936064667811
perpetual,B5,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
perpetual,B6,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
perpetual,B7,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
perpetual,B8,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
perpetual,B9,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
perpetual,B10,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stircrazy,C1,Jacob Stallings,3,358.25,39.24328533974848,7.99043663169614,40.318696263167965,0.5140306122448979,0.24175,NA,NA,NA,NA,NA,NA,-1.7902189723614592,3.9375117025930817
stircrazy,C2,Tucker Barnhart,2,335.75,35.048158463900435,7.49281460152711,35.96017336139261,0.2733695652173913,0.22425,NA,NA,NA,NA,NA,NA,-2.8363885572392964,0.39470997646749356
stircrazy,1B,Yuli Gurriel,18,505.75,68.50089210529113,15.217500179649527,69.18393657127487,2.255605714588492,0.2775,NA,NA,NA,NA,NA,NA,2.930601637571682,9.9243379756522
stircrazy,2B,Eduardo Escobar,18,518,68.67443140965932,22.708729529069874,78.25868920565358,1.8079668624823133,0.2432,NA,NA,NA,NA,NA,NA,2.914686668515047,9.870442717502762
stircrazy,SS,Javier Báez,26,547.75,76.81528505539447,26.506315588679538,81.00710932856259,14.778937218719337,0.2535,NA,NA,NA,NA,NA,NA,6.254640139991758,21.181030498840872
stircrazy,3B,Jack Mayfield,1,201,24.059209141921908,7.3810972936637835,26.14500964461071,2.602679302080898,0.2275,NA,NA,NA,NA,NA,NA,-3.2255357273257195,-10.923117731226814
